Symbol	Description
SZE	ELEMENTS SWISS FRANC
SZK	ProShares Trust
SZO	POWERSHARES DB CRUDE
SZR	WISDOMTREE DREYFUS
TA	TravelCenters of America LLC
TAN	CLAYMORE/MAC GLOBAL
TAO	CLAYMORE/ALPHASHARES
TAT	Transatlantic Petroleum Ltd
TBF	PROSHARES SHORT
TBT	ProShares Trust
TBV	Tiens Biotech Group (USA) Inc.
TCX	Tucows Inc
TDD	TDAX INDEPENDNC 2010
TDH	TARGETS TRUST IX
TDN	Citigroup Global Markets Holdings Inc
TDV	TDAX INDEPENDNC 2040
TDX	TDAX INDEPENDENC ETF
TENZ	PIMCO
TF	Thai Capital Fund Inc
TFI	SPDR Series Trust
TGB	Taseko Mines Limited
TGC	Tengasco Inc.
TGR	ISHARES
THD	ISHARES MSCI THAILAN
THM	International Tower Hill Mines Ltd
TIK	Tel-Instrument Electronics Corp.
TIP	ISHARES LEHMAN TIPS
TIPZ	PIMCO BROAD U.S. TIP
TIS	Orchids Paper Products Company
TIV	Tri-Valley Corporation
TLB.W	Talbots Inc. (The)
TLH	ISHARES LEHMAN 10-20
TLL	ProShares Trust
TLO	SPDR Series Trust
TLR	Timberline Resources Corporation
TLT	Ishares Lehman 20 Year Treasury Bond Fund
TMF	DIREXION DAILY 30Y T
TMP	TompkinsTrustco Inc.
TMV	DIREXION DAILY 30Y B
TMW	FORTUNE 500 Index Tracking Stock
TNA	SMALL CAP BULL 3X
TOF	Tofutti Brands Inc.
TOK	ISHARES MSCI KOKUSAI
TPI	Tianyin Pharmaceutical Co. Inc.
TPLM	Triangle Petroleum Corporation
TPS	Morgan Stanley Dean Witter & Co.
TRE	Tanzanian Royalty Exploration Corporation
TRND	RBS US Large Cap Trendpilot ETN
TRNM	RBS US Mid Cap Trendpilot ETN
TRSY	PIMCO Broad U.S. Treasury Index
TRT	Trio-Tech International
TSH	Teche Holding Company
TTH	Merrill Lynch Telecom HOLDRS
TUR	ISHARES MSCI TURKEY
TUZ	PIMCO ETF 1-3YR US TRESURY IDX
TVIX	VelocityShares Daily 2x VIX Sho
TVIZ	VelocityShares Daily 2x VIX Med
TWM	ProShares Trust
TWO	Two Harbors Investments Corp
TWO.W	Two Harbors Investments Corp
TWON	IQ Hedge Multi-Strategy Tracker
TWQ	PROSHARES ULTRASHORT
TYD	DIREXION DAILY 10-YE
TYH	TECHNOLOGY BULL 3X
TYO	DIREXION  10Y BEAR
TYP	TECHNOLOGY BEAR 3X
TZA	SMALL CAP BEAR 3X
TZD	SHARES
TZE	ISHARES
TZG	ISHARES
TZI	ISHARES
TZL	ISHARES
TZO	ISHARES
TZV	ISHARES
UAG	E-TRACS UBS BLOOMBER
UBC	E-TRACS UBS BLOOMBER
UBD	Claymore Exchange-Traded Fund Trust
UBG	E-TRACS UBS BLOOMBER
UBM	E-TRACS UBS BLOOMBER
UBN	E-TRACS UBS BLOOMBER
UBR	ULTRA MSCI BRAZIL
UBT	PROSHARES
UCC	ProShares Trust
UCD	PROSHS ULTRA DJ-AIG
UCI	E-TRACS UBS BLOOMBER
UCO	PROSH ULTRA DJ CRUDE
UDN	POWERSHARES DB US DOLLAR INDEX BULLISH FUND
UDOW	PROSHARES ULTRA PRO DOW30
UEC	Uranium Energy Corp.
UGA	United States Gasoline Fund
UGE	ProShares Trust
UGL	PROSHARES
UHN	United States Heating Oil Fund LP
UKF	ProShares Trust
UKK	ProShares Trust
UKW	ProShares Trust
ULE	PROSHARES ULTRA EURO
ULQ	Claymore Exchange-Traded Fund Trust
ULU	Uluru Inc.
UMDD	PROSHARES ULTRAPRO MIDCAP400
UMH	UMH Properties Inc.
UMX	ULTRA MSCI MEXICO INVESTABLE MAR
UNG	United States Natural Gas Fund LP
UNL	United States 12 Month Natural G
UPG	Universal Power Group Inc
UPRO	PROSHARES
UPV	ULTRA MSCI EUROPE
UPW	ProShares Trust
UQM	UQM TECHNOLOGIES INC
URA	Global X Uranium ETF
URE	ProShares Trust
URG	Ur Energy Inc
URR	MORGAN STANLEY
URTY	PROSHARES ULTRAPRO RUSSELL2000
URZ	Uranerz Energy Corporation
USCI	United States Commodity Index F
USD	ProShares Trust
USL	United States 12 Month Oil Fund LP
USO	United States Oil Fund LP
UST	PROSHARES
USV	E-TRACS UBS BLOOMBER
UTG	Reaves Utility Income Fund
UTH	Merrill Lynch Utilities HOLDRS
UUP	POWERSHARES DB US DOLLAR INDEX BULLISH FUND
UUU	Universal Security Instruments Inc.
UVE	UNIVERSAL INSURANCE HOLDINGS INC
UVG	ProShares Trust
UVT	ProShares Trust
UVU	ProShares Trust
UWC	PROSHARES ULTRA 3000
UWM	ProShares Trust
UWN	Nevada Gold & Casinos Inc.
UXI	ProShares Trust
UXJ	ULTRA MSCI PACIFIC EX-JAPAN
UYG	ProShares Trust
UYM	ProShares Trust
VAW	Vanguard Materials ETF
VAZ	Delaware Investments Arizona Municipal Income Fund Inc.
VB	Vanguard Small-Cap ETF
VBK	Vanguard Small-Cap Growth ETF
VBR	Vanguard Small-Cap Value ETF
VCF	Delaware Investments Colorado Municipal Income Fund Inc
VCR	Vanguard Consumer Discretionary ETF
VDC	Vanguard Consumer Staples ETF
VDE	Vanguard Energy ETF
VEA	Vanguard Tax-Managed Funds
VEU	Vanguard FTSE All World Ex US ETF
VFH	Vanguard Financials ETF
VFL	Delaware Investments Florida Insured Municipal Income Fund
VGK	Vanguard European ETF
VGT	Vanguard Information Technology ETF
VGZ	Vista Gold Corporation
VHC	VirnetX Holding Corp
VHT	Vanguard Health Care ETF
VIG	Vanguard Dividend Appreciation ETF
VII	Vicon Industries Inc
VIIX	VelocityShares VIX Short Term E
VIIZ	VelocityShares VIX Medium Term
VIOG	Vanguard S&P Small-Cap 600 Grow
VIOO	Vanguard S&P Small-Cap 600 Etf
VIOV	Vanguard S&P Small-Cap 600 Valu
VIS	Vanguard Industrials ETF
VIXM	ProShares Trust VIX Mid-Term Fu
VIXY	ProShares Trust VIX Short-Term
VKI	Invesco Van Kampen Advantage Municipal Income Trust II
VKL	Invesco Van Kampen Select Sector Municipal Trust
VMM	Delaware Investments Minnesota Municipal Income Fund II Inc.
VMV	Invesco Van Kampen Massachusetts Value Municipal Income Trust
VNM	MARKET VECTORS VIETN
VNQ	Vanguard REIT ETF
VO	Vanguard Mid-Cap ETF
VOE	Vanguard Mid-Cap Value ETF
VOG	Voyager Oil
VOO	Vornado Operating Company
VOOG	Vanguard S&P 500 Growth Etf
VOOV	Vanguard S&P 500 Value Etf
VOT	Vanguard Mid-Cap Growth ETF
VOX	Vanguard Telecommunication Services ETF
VPL	Vanguard Pacific ETF
VPU	Vanguard Utilities ETF
VQT	Barclays ETN S&P VEQTOR
VRD	SPDR S& P VRDO MUNI
VRN.W	Vringo Inc. Warrants 5 Years
VRNG	Vringo Inc.
VSR	Versar Inc.
VSS	VANGUARD FTSE ETF
VT	VANGUARD TOTAL WORLD
VTG	Vantage Drilling Company
VTG.U	Vantage Drilling Company
VTG.W	Vantage Drilling Company
VTI	Vanguard Total Stock Market ETF
VTV	Vanguard Value ETF
VUG	Vanguard Growth ETF
VV	Vanguard Large-Cap ETF
VWO	Vanguard Emerging Markets ETF
VXF	Vanguard Extended Market ETF
VXX	IPATH S& P 500 VIX SHORT   -TERM
VXZ	IPATH S& P 500 VIX MID-T   ERM F
VYM	Vanguard High Dividend Yield ETF
VZZ	iPath Long Enhanced S&P 500 VIX
WAC	Hanover Capital Mortgage Holdings Inc.
WCAT	JEFFERIES TR/J CRB
WDTI	WisdomTree Managed Futures Stra
WEX	Winland Electronics Inc.
WFVK	WILSHIRE 5000 TOTAL MARKET
WGA	Wells-Gardner Electronics Corporation
WIP	SPDR Series Trust
WIS.P	Wisconsin Power & Light Co.
WITE	ETFS White Metals Basket Trust
WLB	Westmoreland Coal Company
WLB.P	Westmoreland Coal Company
WMCR	Claymore/Sabrient Stealth ETF
WMH	Merrill Lynch Wireless HOLDRS
WMW	DEUTSHE BANK AG ELEM
WPS	ISHARES S& P WLD X-US
WREI	WILSHIRE US REIT
WRN	Western Copper Corp
WSC	Wesco Financial Corporation
WSO.B	Watsco Inc.
WSR	Whitestone REIT
WTT	Wireless Telecom Group  Inc.
WXSP	WILSHIRE 4500 COMPLETION
WYY	WidePoint Corporation
WZE	WIZZARD SOFTWARE CORPORATION
XBI	SPDR Series Trust
XES	SPDR Series Trust
XFN	Xfone Inc.
XGC	Claymore Exchange-Traded Fund Trust
XHB	SPDR Series Trust
XHE	SPDR S&P Health Care Equipment
XIV	VelocityShares Daily Inverse VI
XLB	Select Sector SPDR Fund - Basic Industries
XLE	Select Sector SPDR Fund - Energy Select Sector
XLF	Select Sector SPDR Fund - Financial
XLG	Rydex ETF Trust
XLI	Select Sector SPDR Fund - Industrial
XLK	Select Sector SPDR Fund - Technology
XLP	Select Sector SPDR Fund - Consumer Staples
XLU	Select Sector SPDR Fund - Utilities
XLV	Select Sector SPDR Fund - Health Care
XLY	Select Sector SPDR Fund - Consumer Discretionary
XME	SPDR Series Trust
XOP	SPDR Series Trust
XPH	SPDR Series Trust
XPL	Solitario Exploration & Royalty Corp
XPO	Express-1 Expedited Solutions Inc.
XPP	MERRILL LYNCH DEP 7.35% ATT-1
XRA	Exeter Resource Corporation
XRO	Claymore Exchange-Traded Fund Trust
XRT	SPDR Series Trust
XRU	CURRENCYSHARES
XSD	SPDR Series Trust
XTL	SPDR S&P Telecom ETF
XTN	SPDR S&P Transportation ETF
XVIX	UBS AG Exchange Traded Access S
XXV	Barclays ETN Inverse S&P 500 VI
YAO	CLAYMORE/ALPHASHARES
YCL	PROSHARES ULTRA YEN
YCS	PROSHS ULTRASHRT YEN
YMI	YM BioSciences Inc.
YXI	PROSHARES TRUST ETF
ZBB	ZBB Energy Corporation
ZIV	VelocityShares Daily Inverse VI
ZROZ	25+ Yr Zero Cpn U.S. Trsy Idx Et
ZSL	PROSHARES
