Symbol	Description
BHDEUR	Bahraini Dinar / Euro Dollar
BHDPKR	Bahraini Dinar / Pakistan Rupee
BNDGBP	Brunei Dollar / Pound Sterling
BRLARS	Brazilian Real / Argentine Peso
BRLAUD	Brazilian Real / Australian Dollar
BRLCAD	Brazilian Real / Canadian Dollar
BRLCHF	Brazilian Real / Swiss Franc
BRLEUR	Brazilian Real / Euro Dollar
BRLHKD	Brazilian Real / Hong Kong Dollar
BRLJPY	Brazilian Real / Japanese Yen
BRLMXN	Brazilian Real / Mexican Peso
BRLRUB	Brazilian Real / Russian Ruble
BRLSEK	Brazilian Real / Swedish Krona
BRLSGD	Brazilian Real / Singapore Dollar
BRLUSD	Brazilian Real / US Dollar
BRLZAR	Brazilian Real / South African Rand
BWPCHF	Pula / Swiss Franc
BWPEUR	Pula / Euro Dollar
BWPGBP	Pula / Pound Sterling
BWPUSD	Pula / US Dollar
BWPZAR	Pula / South African Rand
CADAED	Canadian Dollar / UAE Dirham
CADARS	Canadian Dollar / Argentine Peso
CADAUD	Canadian Dollar / Australian Dollar
CADBRL	Canadian Dollar / Brazilian Real
CADCHF	Canadian Dollar / Swiss Franc
CADCNY	Canadian Dollar / Yuan Renminbi
CADDKK	Canadian Dollar / Danish Krone
CADEUR	Canadian Dollar / Euro Dollar
CADGBP	Canadian Dollar / Pound Sterling
CADHKD	Canadian Dollar / Hong Kong Dollar
CADIDR	Canadian Dollar / Indian Rupiah
CADILS	Canadian Dollar / New Israeli Sheqel
CADINR	Canadian Dollar / Indian Rupee
CADJPY	Canadian Dollar / Japanese Yen
CADKRW	Canadian Dollar / Korean Won
CADKWD	Canadian Dollar / Kuwaiti Dinar
CADMXN	Canadian Dollar / Mexican Peso
CADMYR	Canadian Dollar / Malaysian Ringgit
CADNOK	Canadian Dollar / Norwegian Krone
CADNZD	Canadian Dollar / New Zealand Dollar
CADPKR	Canadian Dollar / Pakistan Rupee
CADSEK	Canadian Dollar / Swedish Krona
CADSGD	Canadian Dollar / Singapore Dollar
CADTHB	Canadian Dollar / Thai Baht
CADTWD	Canadian Dollar / New Taiwan Dollar
CADUSD	Canadian Dollar / US Dollar
CADZAR	Canadian Dollar / South African Rand
CHFAED	Swiss Franc / UAE Dirham
CHFARS	Swiss Franc / Argentine Peso
CHFAUD	Swiss Franc / Australian Dollar
CHFBGN	Swiss Franc / Bulgarian Lev
CHFBRL	Swiss Franc / Brazilian Real
CHFBWP	Swiss Franc / Pula
CHFCAD	Swiss Franc / Canadian Dollar
CHFCNY	Swiss Franc / Yuan Renminbi
CHFCZK	Swiss Franc / Czech Koruna
CHFDKK	Swiss Franc / Danish Krone
CHFEUR	Swiss Franc / Euro Dollar
CHFGBP	Swiss Franc / Pound Sterling
CHFHKD	Swiss Franc / Hong Kong Dollar
CHFHUF	Swiss Franc / Hungarian Forint
CHFIDR	Swiss Franc / Indian Rupiah
CHFILS	Swiss Franc / New Israeli Sheqel
CHFINR	Swiss Franc / Indian Rupee
CHFISK	Swiss Franc / Iceland Krona
CHFJPY	Swiss Franc / Japanese Yen
CHFKRW	Swiss Franc / Korean Won
CHFLVL	Swiss Franc / Latvian Lats
CHFMXN	Swiss Franc / Mexican Peso
CHFMYR	Swiss Franc / Malaysian Ringgit
CHFNOK	Swiss Franc / Norwegian Krone
CHFNZD	Swiss Franc / New Zealand Dollar
CHFPLN	Swiss Franc / Polish Zloty
CHFSEK	Swiss Franc / Swedish Krona
CHFSGD	Swiss Franc / Singapore Dollar
CHFSZL	Swiss Franc / Lilangeni
CHFTHB	Swiss Franc / Thai Baht
CHFTRY	Swiss Franc / Turkish Lira
CHFTWD	Swiss Franc / New Taiwan Dollar
CHFUSD	Swiss Franc / US Dollar
CHFZAR	Swiss Franc / South African Rand
CLPGBP	Chilean Peso / Pound Sterling
CNYAUD	Yuan Renminbi / Australian Dollar
CNYBGN	Yuan Renminbi / Bulgarian Lev
CNYCAD	Yuan Renminbi / Canadian Dollar
CNYCHF	Yuan Renminbi / Swiss Franc
CNYDKK	Yuan Renminbi / Danish Krone
CNYEUR	Yuan Renminbi / Euro Dollar
CNYGBP	Yuan Renminbi / Pound Sterling
CNYHKD	Yuan Renminbi / Hong Kong Dollar
CNYJPY	Yuan Renminbi / Japanese Yen
CNYNZD	Yuan Renminbi / New Zealand Dollar
CNYUSD	Yuan Renminbi / US Dollar
CNYZAR	Yuan Renminbi / South African Rand
COPDKK	Colombian Peso / Danish Krone
CRCGBP	Costa Rican Colon / Pound Sterling
CYPZAR	Cyprus Pound / South African Rand
CZKDKK	Czech Koruna / Danish Krone
CZKEUR	Czech Koruna / Euro Dollar
CZKJPY	Czech Koruna / Japanese Yen
CZKMXN	Czech Koruna / Mexican Peso
CZKNOK	Czech Koruna / Norwegian Krone
CZKSEK	Czech Koruna / Swedish Krona
DJFGBP	Djibouti Franc / Pound Sterling
DKKAED	Danish Krone / UAE Dirham
DKKBGN	Danish Krone / Bulgarian Lev
DKKBRL	Danish Krone / Brazilian Real
DKKCHF	Danish Krone / Swiss Franc
DKKCNY	Danish Krone / Yuan Renminbi
DKKCOP	Danish Krone / Colombian Peso
DKKCZK	Danish Krone / Czech Koruna
DKKEEK	Danish Krone / Kroon
DKKEUR	Danish Krone / Euro Dollar
DKKGBP	Danish Krone / Pound Sterling
DKKHKD	Danish Krone / Hong Kong Dollar
DKKHUF	Danish Krone / Hungarian Forint
DKKINR	Danish Krone / Indian Rupee
DKKISK	Danish Krone / Iceland Krona
DKKJPY	Danish Krone / Japanese Yen
DKKLVL	Danish Krone / Latvian Lats
DKKMXN	Danish Krone / Mexican Peso
DKKMYR	Danish Krone / Malaysian Ringgit
DKKNOK	Danish Krone / Norwegian Krone
DKKNZD	Danish Krone / New Zealand Dollar
DKKPHP	Danish Krone / Philippine Peso
DKKPLN	Danish Krone / Polish Zloty
DKKSEK	Danish Krone / Swedish Krona
DKKSGD	Danish Krone / Singapore Dollar
DKKTRY	Danish Krone / Turkish Lira
DKKTWD	Danish Krone / New Taiwan Dollar
DKKUAH	Danish Krone / Hryvnia
DKKUSD	Danish Krone / US Dollar
DKKZAR	Danish Krone / South African Rand
DOPGBP	Dominican Peso / Pound Sterling
EEKDKK	Kroon / Danish Krone
EEKLVL	Kroon / Latvian Lats
EGPJPY	Egyptian Pound / Japanese Yen
EGPPKR	Egyptian Pound / Pakistan Rupee
ETBGBP	Ethiopian Birr / Pound Sterling
EURAED	Euro Dollar / UAE Dirham
EURAFN	Euro Dollar / Afghani
EURALL	Euro Dollar / Lek
EURARS	Euro Dollar / Argentine Peso
EURAUD	Euro Dollar / Australian Dollar
EURBAM	Euro Dollar / Convertible Marks
EURBBD	Euro Dollar / Barbados Dollar
EURBDT	Euro Dollar / Taka
EURBGN	Euro Dollar / Bulgarian Lev
EURBHD	Euro Dollar / Bahraini Dinar
EURBIF	Euro Dollar / Burundi Franc
EURBND	Euro Dollar / Brunei Dollar
EURBOB	Euro Dollar / Boliviano
EURBRL	Euro Dollar / Brazilian Real
EURBSD	Euro Dollar / Bahamian Dollar
EURBWP	Euro Dollar / Pula
EURBYR	Euro Dollar / Belarussian Ruble
EURBZD	Euro Dollar / Belize Dollar
EURCAD	Euro Dollar / Canadian Dollar
EURCHF	Euro Dollar / Swiss Franc
EURCLP	Euro Dollar / Chilean Peso
EURCNY	Euro Dollar / Yuan Renminbi
EURCOP	Euro Dollar / Colombian Peso
EURCRC	Euro Dollar / Costa Rican Colon
EURCUP	Euro Dollar / Cuban Peso
EURCVE	Euro Dollar / Cape Verde Escudo
EURCZK	Euro Dollar / Czech Koruna
EURDJF	Euro Dollar / Djibouti Franc
EURDKK	Euro Dollar / Danish Krone
EURDOP	Euro Dollar / Dominican Peso
EURDZD	Euro Dollar / Algerian Dinar
EUREEK	Euro Dollar / Kroon
EUREGP	Euro Dollar / Egyptian Pound
EURETB	Euro Dollar / Ethiopian Birr
EURFJD	Euro Dollar / Fiji Dollar
EURGBP	Euro Dollar / Pound Sterling
EURGHS	Euro Dollar / Cedi
EURGMD	Euro Dollar / Dalasi
EURGNF	Euro Dollar / Guinea Franc
EURGTQ	Euro Dollar / Guatemalan Quetzal
EURHKD	Euro Dollar / Hong Kong Dollar
EURHNL	Euro Dollar / Honduran Lempira
EURHRK	Euro Dollar / Croatian kuna
EURHTG	Euro Dollar / Gourde
EURHUF	Euro Dollar / Hungarian Forint
EURIDR	Euro Dollar / Indian Rupiah
EURILS	Euro Dollar / New Israeli Sheqel
EURINR	Euro Dollar / Indian Rupee
EURIQD	Euro Dollar / Iraqi Dinar
EURIRR	Euro Dollar / Iranian Rial
EURISK	Euro Dollar / Iceland Krona
EURJMD	Euro Dollar / Jamaican Dollar
EURJOD	Euro Dollar / Jordanian Dinar
EURJPY	Euro Dollar / Japanese Yen
EURKES	Euro Dollar / Kenyan Shilling
EURKHR	Euro Dollar / Riel
EURKRW	Euro Dollar / Korean Won
EURKWD	Euro Dollar / Kuwaiti Dinar
EURKYD	Euro Dollar / Cayman Islands Dollar
EURKZT	Euro Dollar / Tenge
EURLAK	Euro Dollar / Kip
EURLBP	Euro Dollar / Lebanese Pound
EURLKR	Euro Dollar / Sri Lanka Rupee
EURLSL	Euro Dollar / Loti
EURLTL	Euro Dollar / Lithuanian Litas
EURLVL	Euro Dollar / Latvian Lats
EURLYD	Euro Dollar / Lybian Dinar
EURMAD	Euro Dollar / Moroccan Dirham
EURMDL	Euro Dollar / Moldovan Leu
EURMKD	Euro Dollar / Denar
EURMMK	Euro Dollar / Kyat
EURMOP	Euro Dollar / Pataca
EURMRO	Euro Dollar / Ouguiya
EURMUR	Euro Dollar / Mauritius Rupee
EURMVR	Euro Dollar / Rufiyaa
EURMWK	Euro Dollar / Kwacha
EURMXN	Euro Dollar / Mexican Peso
EURMYR	Euro Dollar / Malaysian Ringgit
EURNAD	Euro Dollar / Namibia Dollar
EURNGN	Euro Dollar / Naira
EURNIO	Euro Dollar / Cordoba Oro
EURNOK	Euro Dollar / Norwegian Krone
EURNPR	Euro Dollar / Nepalese Rupee
EURNZD	Euro Dollar / New Zealand Dollar
EUROMR	Euro Dollar / Rial Omani
EURPAB	Euro Dollar / Balboa
EURPEN	Euro Dollar / Nuevo Sol
EURPGK	Euro Dollar / Papua New Guinea Kina
EURPHP	Euro Dollar / Philippine Peso
EURPKR	Euro Dollar / Pakistan Rupee
EURPLN	Euro Dollar / Polish Zloty
EURPYG	Euro Dollar / Guarani
EURQAR	Euro Dollar / Qatari Rial
EURRON	Euro Dollar / Romanian Leu
EURRSD	Euro Dollar / Serbian Dinar
EURRUB	Euro Dollar / Russian Ruble
EURRWF	Euro Dollar / Rwanda Franc
EURSAR	Euro Dollar / Saudi Riyal
EURSCR	Euro Dollar / Seychelles Rupee
EURSDD	Euro Dollar / Sudanese Dinar
EURSEK	Euro Dollar / Swedish Krona
EURSGD	Euro Dollar / Singapore Dollar
EURSKK	Euro Dollar / Slovak Koruna
EURSOS	Euro Dollar / Somali Shilling
EURSTD	Euro Dollar / Dobra
EURSVC	Euro Dollar / El Salvador Colon
EURSYP	Euro Dollar / Syrian Pound
EURSZL	Euro Dollar / Lilangeni
EURTHB	Euro Dollar / Thai Baht
EURTND	Euro Dollar / Tunisian Dinar
EURTRY	Euro Dollar / Turkish Lira
EURTTD	Euro Dollar / Trinidad and Tobago Dollar
EURTWD	Euro Dollar / New Taiwan Dollar
EURTZS	Euro Dollar / Tanzanian Shilling
EURUAH	Euro Dollar / Hryvnia
EURUGX	Euro Dollar / Uganda Shilling
EURUSD	Euro Dollar / US Dollar
EURUYU	Euro Dollar / Peso Uruguayo
EURUZS	Euro Dollar / Uzbekistan Sum
EURVEF	Euro Dollar / Venezualan bolivar fuerte
EURVND	Euro Dollar / Dong
EURXAF	Euro Dollar / CFA Franc BEAC
EURXOF	Euro Dollar / CFA Franc BCEAO
EURXPF	Euro Dollar / CFP Franc
EURZAR	Euro Dollar / South African Rand
EURZMK	Euro Dollar / Kwacha
FJDGBP	Fiji Dollar / Pound Sterling
GBPAED	Pound Sterling / UAE Dirham
GBPALL	Pound Sterling / Lek
GBPARS	Pound Sterling / Argentine Peso
GBPAUD	Pound Sterling / Australian Dollar
GBPBDT	Pound Sterling / Taka
GBPBGN	Pound Sterling / Bulgarian Lev
GBPBHD	Pound Sterling / Bahraini Dinar
GBPBIF	Pound Sterling / Burundi Franc
GBPBND	Pound Sterling / Brunei Dollar
GBPBRL	Pound Sterling / Brazilian Real
GBPBWP	Pound Sterling / Pula
GBPCAD	Pound Sterling / Canadian Dollar
GBPCHF	Pound Sterling / Swiss Franc
GBPCLP	Pound Sterling / Chilean Peso
GBPCNY	Pound Sterling / Yuan Renminbi
GBPCOP	Pound Sterling / Colombian Peso
GBPCRC	Pound Sterling / Costa Rican Colon
GBPCZK	Pound Sterling / Czech Koruna
GBPDJF	Pound Sterling / Djibouti Franc
GBPDKK	Pound Sterling / Danish Krone
GBPDOP	Pound Sterling / Dominican Peso
GBPDZD	Pound Sterling / Algerian Dinar
GBPEEK	Pound Sterling / Kroon
GBPEGP	Pound Sterling / Egyptian Pound
GBPETB	Pound Sterling / Ethiopian Birr
GBPEUR	Pound Sterling / Euro Dollar
GBPFJD	Pound Sterling / Fiji Dollar
GBPGMD	Pound Sterling / Dalasi
GBPGTQ	Pound Sterling / Guatemalan Quetzal
GBPHKD	Pound Sterling / Hong Kong Dollar
GBPHNL	Pound Sterling / Honduran Lempira
GBPHRK	Pound Sterling / Croatian kuna
GBPHTG	Pound Sterling / Gourde
GBPHUF	Pound Sterling / Hungarian Forint
GBPIDR	Pound Sterling / Indian Rupiah
GBPILS	Pound Sterling / New Israeli Sheqel
GBPINR	Pound Sterling / Indian Rupee
GBPIQD	Pound Sterling / Iraqi Dinar
GBPIRR	Pound Sterling / Iranian Rial
GBPISK	Pound Sterling / Iceland Krona
GBPJMD	Pound Sterling / Jamaican Dollar
GBPJOD	Pound Sterling / Jordanian Dinar
GBPJPY	Pound Sterling / Japanese Yen
GBPKES	Pound Sterling / Kenyan Shilling
GBPKRW	Pound Sterling / Korean Won
GBPKWD	Pound Sterling / Kuwaiti Dinar
GBPKZT	Pound Sterling / Tenge
GBPLBP	Pound Sterling / Lebanese Pound
GBPLKR	Pound Sterling / Sri Lanka Rupee
GBPLTL	Pound Sterling / Lithuanian Litas
GBPLVL	Pound Sterling / Latvian Lats
GBPMAD	Pound Sterling / Moroccan Dirham
GBPMUR	Pound Sterling / Mauritius Rupee
GBPMWK	Pound Sterling / Kwacha
GBPMXN	Pound Sterling / Mexican Peso
GBPMYR	Pound Sterling / Malaysian Ringgit
GBPNGN	Pound Sterling / Naira
GBPNIO	Pound Sterling / Cordoba Oro
GBPNOK	Pound Sterling / Norwegian Krone
GBPNZD	Pound Sterling / New Zealand Dollar
GBPOMR	Pound Sterling / Rial Omani
GBPPEN	Pound Sterling / Nuevo Sol
GBPPGK	Pound Sterling / Papua New Guinea Kina
GBPPHP	Pound Sterling / Philippine Peso
GBPPKR	Pound Sterling / Pakistan Rupee
GBPPLN	Pound Sterling / Polish Zloty
GBPQAR	Pound Sterling / Qatari Rial
GBPRON	Pound Sterling / Romanian Leu
GBPRUB	Pound Sterling / Russian Ruble
GBPSAR	Pound Sterling / Saudi Riyal
GBPSCR	Pound Sterling / Seychelles Rupee
GBPSEK	Pound Sterling / Swedish Krona
GBPSGD	Pound Sterling / Singapore Dollar
GBPSKK	Pound Sterling / Slovak Koruna
GBPSZL	Pound Sterling / Lilangeni
GBPTHB	Pound Sterling / Thai Baht
GBPTND	Pound Sterling / Tunisian Dinar
GBPTRY	Pound Sterling / Turkish Lira
GBPTTD	Pound Sterling / Trinidad and Tobago Dollar
GBPTWD	Pound Sterling / New Taiwan Dollar
GBPTZS	Pound Sterling / Tanzanian Shilling
GBPUAH	Pound Sterling / Hryvnia
GBPUGX	Pound Sterling / Uganda Shilling
GBPUSD	Pound Sterling / US Dollar
GBPVND	Pound Sterling / Dong
GBPXAF	Pound Sterling / CFA Franc BEAC
GBPXPF	Pound Sterling / CFP Franc
GBPZAR	Pound Sterling / South African Rand
GBPZMK	Pound Sterling / Kwacha
GHSEUR	Cedi / Euro Dollar
GHSUSD	Cedi / US Dollar
GMDGBP	Dalasi / Pound Sterling
GTQGBP	Guatemalan Quetzal / Pound Sterling
HKDARS	Hong Kong Dollar / Argentine Peso
HKDAUD	Hong Kong Dollar / Australian Dollar
HKDBRL	Hong Kong Dollar / Brazilian Real
HKDCAD	Hong Kong Dollar / Canadian Dollar
HKDCHF	Hong Kong Dollar / Swiss Franc
HKDCNY	Hong Kong Dollar / Yuan Renminbi
HKDDKK	Hong Kong Dollar / Danish Krone
HKDEUR	Hong Kong Dollar / Euro Dollar
HKDGBP	Hong Kong Dollar / Pound Sterling
HKDIDR	Hong Kong Dollar / Indian Rupiah
HKDINR	Hong Kong Dollar / Indian Rupee
HKDJPY	Hong Kong Dollar / Japanese Yen
HKDKRW	Hong Kong Dollar / Korean Won
HKDMXN	Hong Kong Dollar / Mexican Peso
HKDMYR	Hong Kong Dollar / Malaysian Ringgit
HKDNZD	Hong Kong Dollar / New Zealand Dollar
HKDPKR	Hong Kong Dollar / Pakistan Rupee
HKDPLN	Hong Kong Dollar / Polish Zloty
HKDSEK	Hong Kong Dollar / Swedish Krona
HKDSGD	Hong Kong Dollar / Singapore Dollar
HKDTHB	Hong Kong Dollar / Thai Baht
HKDTWD	Hong Kong Dollar / New Taiwan Dollar
HKDUSD	Hong Kong Dollar / US Dollar
HKDZAR	Hong Kong Dollar / South African Rand
HNLGBP	Honduran Lempira / Pound Sterling
HTGGBP	Gourde / Pound Sterling
HUFCHF	Hungarian Forint / Swiss Franc
HUFDKK	Hungarian Forint / Danish Krone
HUFEUR	Hungarian Forint / Euro Dollar
HUFPLN	Hungarian Forint / Polish Zloty
IDRAUD	Indonesia Rupiah / Australian Dollar
IDRCAD	Indonesia Rupiah / Canadian Dollar
IDRCHF	Indonesia Rupiah / Swiss Franc
IDRCNY	Indonesia Rupiah / Yuan Renminbi
IDREUR	Indonesia Rupiah / Euro Dollar
IDRGBP	Indonesia Rupiah / Pound Sterling
IDRHKD	Indonesia Rupiah / Hong Kong Dollar
IDRINR	Indonesia Rupiah / Indian Rupee
IDRJPY	Indonesia Rupiah / Japanese Yen
IDRKRW	Indonesia Rupiah / Korean Won
IDRMYR	Indonesia Rupiah / Malaysian Ringgit
IDRNZD	Indonesia Rupiah / New Zealand Dollar
IDRSGD	Indonesia Rupiah / Singapore Dollar
IDRTHB	Indonesia Rupiah / Thai Baht
IDRTWD	Indonesia Rupiah / New Taiwan Dollar
IDRUSD	Indonesia Rupiah / US Dollar
IDRZAR	Indonesia Rupiah / South African Rand
ILSAUD	New Israeli Sheqel / Australian Dollar
ILSCAD	New Israeli Sheqel / Canadian Dollar
ILSCHF	New Israeli Sheqel / Swiss Franc
ILSJOD	New Israeli Sheqel / Jordanian Dinar
ILSJPY	New Israeli Sheqel / Japanese Yen
ILSSEK	New Israeli Sheqel / Swedish Krona
INRAUD	Indian Rupee / Australian Dollar
INRCAD	Indian Rupee / Canadian Dollar
INRCHF	Indian Rupee / Swiss Franc
INRCNY	Indian Rupee / Yuan Renminbi
INREUR	Indian Rupee / Euro Dollar
INRGBP	Indian Rupee / Pound Sterling
INRHKD	Indian Rupee / Hong Kong Dollar
INRJPY	Indian Rupee / Japanese Yen
INRKRW	Indian Rupee / Korean Won
INRMYR	Indian Rupee / Malaysian Ringgit
INRNZD	Indian Rupee / New Zealand Dollar
INRPKR	Indian Rupee / Pakistan Rupee
INRSEK	Indian Rupee / Swedish Krona
INRTHB	Indian Rupee / Thai Baht
INRTWD	Indian Rupee / New Taiwan Dollar
INRUSD	Indian Rupee / US Dollar
INRZAR	Indian Rupee / South African Rand
IQDGBP	Iraqi Dinar / Pound Sterling
IRRJPY	Iranian Rial / Japanese Yen
ISKCHF	Iceland Krona / Swiss Franc
ISKDKK	Iceland Krona / Danish Krone
ISKGBP	Iceland Krona / Pound Sterling
ISKSEK	Iceland Krona / Swedish Krona
JMDGBP	Jamaican Dollar / Pound Sterling
JODILS	Jordanian Dinar / New Israeli Sheqel
JPYAED	Japanese Yen / UAE Dirham
JPYARS	Japanese Yen / Argentine Peso
JPYAUD	Japanese Yen / Australian Dollar
JPYBRL	Japanese Yen / Brazilian Real
JPYCAD	Japanese Yen / Canadian Dollar
JPYCHF	Japanese Yen / Swiss Franc
JPYCNY	Japanese Yen / Yuan Renminbi
JPYCZK	Japanese Yen / Czech Koruna
JPYDKK	Japanese Yen / Danish Krone
JPYEUR	Japanese Yen / Euro Dollar
JPYGBP	Japanese Yen / Pound Sterling
JPYHKD	Japanese Yen / Hong Kong Dollar
JPYIDR	Japanese Yen / Indian Rupiah
JPYILS	Japanese Yen / New Israeli Sheqel
JPYINR	Japanese Yen / Indian Rupee
JPYKRW	Japanese Yen / Korean Won
JPYLVL	Japanese Yen / Latvian Lats
JPYMXN	Japanese Yen / Mexican Peso
JPYMYR	Japanese Yen / Malaysian Ringgit
JPYNOK	Japanese Yen / Norwegian Krone
JPYNZD	Japanese Yen / New Zealand Dollar
JPYPKR	Japanese Yen / Pakistan Rupee
JPYPLN	Japanese Yen / Polish Zloty
JPYRUB	Japanese Yen / Russian Ruble
JPYSEK	Japanese Yen / Swedish Krona
JPYSGD	Japanese Yen / Singapore Dollar
JPYTHB	Japanese Yen / Thai Baht
JPYTWD	Japanese Yen / New Taiwan Dollar
JPYUSD	Japanese Yen / US Dollar
JPYZAR	Japanese Yen / South African Rand
KRWAUD	Korean Won / Australian Dollar
KRWCAD	Korean Won / Canadian Dollar
KRWCHF	Korean Won / Swiss Franc
KRWCNY	Korean Won / Yuan Renminbi
KRWEUR	Korean Won / Euro Dollar
KRWGBP	Korean Won / Pound Sterling
KRWHKD	Korean Won / Hong Kong Dollar
KRWIDR	Korean Won / Indian Rupiah
KRWINR	Korean Won / Indian Rupee
KRWJPY	Korean Won / Japanese Yen
KRWMYR	Korean Won / Malaysian Ringgit
KRWNZD	Korean Won / New Zealand Dollar
KRWSEK	Korean Won / Swedish Krona
KRWSGD	Korean Won / Singapore Dollar
KRWTHB	Korean Won / Thai Baht
KRWTWD	Korean Won / New Taiwan Dollar
KRWUSD	Korean Won / US Dollar
KRWZAR	Korean Won / South African Rand
KWDGBP	Kuwaiti Dinar / Pound Sterling
KWDPKR	Kuwaiti Dinar / Pakistan Rupee
KZTGBP	Tenge / Pound Sterling
LTLLVL	Lithuanian Litas / Latvian Lats
MADGBP	Moroccan Dirham / Pound Sterling
MURGBP	Mauritius Rupee / Pound Sterling
MWKGBP	Kwacha / Pound Sterling
MXNARS	Mexican Peso / Argentine Peso
MXNAUD	Mexican Peso / Australian Dollar
MXNBRL	Mexican Peso / Brazilian Real
MXNCAD	Mexican Peso / Canadian Dollar
MXNCHF	Mexican Peso / Swiss Franc
MXNCZK	Mexican Peso / Czech Koruna
MXNDKK	Mexican Peso / Danish Krone
MXNEUR	Mexican Peso / Euro Dollar
MXNGBP	Mexican Peso / Pound Sterling
MXNHKD	Mexican Peso / Hong Kong Dollar
MXNJPY	Mexican Peso / Japanese Yen
MXNSGD	Mexican Peso / Singapore Dollar
MXNUSD	Mexican Peso / US Dollar
MXNZAR	Mexican Peso / South African Rand
MYRAUD	Malaysian Ringgit / Australian Dollar
MYRCAD	Malaysian Ringgit / Canadian Dollar
MYRCHF	Malaysian Ringgit / Swiss Franc
MYRCNY	Malaysian Ringgit / Yuan Renminbi
MYRDKK	Malaysian Ringgit / Danish Krone
MYREUR	Malaysian Ringgit / Euro Dollar
MYRGBP	Malaysian Ringgit / Pound Sterling
MYRHKD	Malaysian Ringgit / Hong Kong Dollar
MYRIDR	Malaysian Ringgit / Indian Rupiah
MYRINR	Malaysian Ringgit / Indian Rupee
MYRJPY	Malaysian Ringgit / Japanese Yen
MYRKRW	Malaysian Ringgit / Korean Won
MYRNZD	Malaysian Ringgit / New Zealand Dollar
MYRPKR	Malaysian Ringgit / Pakistan Rupee
MYRSGD	Malaysian Ringgit / Singapore Dollar
MYRTHB	Malaysian Ringgit / Thai Baht
MYRTWD	Malaysian Ringgit / New Taiwan Dollar
MYRUSD	Malaysian Ringgit / US Dollar
MYRZAR	Malaysian Ringgit / South African Rand
NGNGBP	Naira / Pound Sterling
NGNJPY	Naira / Japanese Yen
NIOGBP	Cordoba Oro / Pound Sterling
NOKCHF	Norwegian Krone / Swiss Franc
NOKDKK	Norwegian Krone / Danish Krone
NOKEUR	Norwegian Krone / Euro Dollar
NOKGBP	Norwegian Krone / Pound Sterling
NOKINR	Norwegian Krone / Indian Rupee
NOKJPY	Norwegian Krone / Japanese Yen
NOKLVL	Norwegian Krone / Latvian Lats
NOKSEK	Norwegian Krone / Swedish Krona
NOKUSD	Norwegian Krone / US Dollar
NOKZAR	Norwegian Krone / South African Rand
NZDAUD	New Zealand Dollar / Australian Dollar
NZDCAD	New Zealand Dollar / Canadian Dollar
NZDCHF	New Zealand Dollar / Swiss Franc
NZDCNY	New Zealand Dollar / Yuan Renminbi
NZDCZK	New Zealand Dollar / Czech Koruna
