Symbol	Description
KMP.TO	Killam Properties Com Npv
KMP.DB.A.TO	Killam Ppty 5.65Db J
KOR.TO	Corvus Gold Inc
KRI.TO	Khan Resources Inc Com Npv
KRN.TO	Karnalyte Resources Inc
KRY.TO	Crystallex Intl Com Npv
KSP.UN.TO	Kingsway Lkd Retur Prf Lroc Uni
L.TO	Loblaws Cos Ltd Com Npv
L.PR.A.TO	LOBLAW CO LTD PFD  SER A
LAC.TO	Lithium Americas Corp
LAM.TO	Laramide Resources Ltd
LAS.A.TO	Lassonde Industries Inc Cl A
LB.TO	Laurentian Bnk Cda Com Cad1
LB.PR.D.TO	Laurentian Bank Pfd 9
LB.PR.E.TO	Laurentian Bank Pfd 10
LBE.TO	Liberty Mines Inc
LBS.TO	Life & Banc Split Com Class A N
LBS.PR.A.TO	LIFE & BANC SPLIT     CORP PRF S
LCS.TO	Brompton Lifeco Sp Com Npv Clas
LCS.PR.A.TO	BROMPTON LIFECO SPLIT CORP PRD
LEG.TO	Legacy Oil + Gas Inc [The Co]
LEX.TO	Lexam Vg Gold Inc
LFE.TO	Canadian Life Cos Com Cl'A'
LFE.PR.A.TO	Canadian Life Companies Split Corp Preferred
LGT.A.TO	Logistec Corp. Cl A Mv
LGT.B.TO	Logistec Corp. Cl B Sv
LIF.UN.TO	Labrador Iron Ore Trust Units
LII.TO	Logan International Inc
LIM.TO	Labrador Iron Mines Hlds Ltd
LIQ.TO	Liquor Stores N.A. Ltd
LIQ.DB.TO	Liquor Stores Income Fund 6.75%
LLL.TO	Lululemon Athletic Com Stk Usd0
LMA.TO	La Mancha Resource Com Npv
LNF.TO	Leons Furniture Com Npv
LNR.TO	Linamar Corp Com Npv
LOR.TO	Lorus Therapeutics New Com Npv
LPV.UN.TO	Global Strategy Master Lp
LQW.TO	Liquidation World Com Npv
LRM.TO	Linear Metals Corp
LRT.DB.F.TO	Lanesborough Real Estate Investm
LRT.DB.G.TO	Lanesborough Serg Db
LRT.NT.A.TO	Lanesborough A Nt J
LRT.UN.TO	Lanesborough Real Com Npv
LRT.WT.TO	Lanesborough Reit Warrants
LRT.WT.A.TO	Lanesborough A Wt J
LSC.TO	Lifeco Split Corp Cl'A'Capital
LSC.PR.C.TO	Lifeco Split Cp Pfd C
LSG.TO	Lake Shore Gold Co Com Npv
LUN.TO	Lundin Mining Corp Com Npv
LW.TO	Loring Ward Intl Ltd
LYD.TO	Lydian Intl Ltd He Company]
MAA.TO	Magindustries Corp
MAG.TO	Mag Silver Corp
MAI.TO	Minera Andes Inc Com Npv
MAK.TO	Minemakers Limited
MAL.TO	Magellan Aerospace Com Npv
MAW.TO	Mawson Resources Ltd
MB.TO	Mega Brands Inc Com Npv
MB.NT.TO	Mega Brands Inc 10%
MB.WT.TO	Mega Brands Inc Wts
MBA.TO	Cibt Education Group Inc
MBB.UN.TO	Manulife Brompton Advan Bnd Fd
MBC.TO	Mbac Fertilizer Corp
MBN.TO	Middlefield Bancp Com Npv
MBT.TO	Manitoba Telecom S Com Npv
MBX.TO	Microbix Biosystem Com Npv
MCB.TO	Mccoy Corp Com Npv
MCZ.TO	Mad Catz Interacti Com Npv
MDA.TO	Macdonald Dettwile Com Npv
MDF.TO	Mediagrif Interact Com Npv
MDG.TO	Medicago Inc
MDI.TO	Major Drilling Inc Com Npv
MDM.TO	Mineral Deposits Ltd[The Co]
MDN.TO	Mdn Inc Com Npv
MDZ.A.TO	Mdc Partners Inc Class'A'Sub Vt
ME.TO	Moneta Porcupine M Com Cad1
MEG.TO	Meg Energy Corp.
MEL.TO	Midway Energy Ltd
MEQ.TO	Mainstreet Equity Com Npv
MET.TO	Metalore Resources Com Npv
MFC.TO	Manulife Finl Corp Com Npv
MFC.PR.A.TO	Manulife Financial Cp Pfd A
MFC.PR.B.TO	Manulife Financial Cl A Pfd 2
MFC.PR.C.TO	Manulife Financial Corp Pfd C
MFC.PR.D.TO	MANULIFE FINANCIAL CORP PRF NON
MFC.PR.E.TO	MANULIFE FINANCIAL CORP
MFI.TO	Maple Leaf Foods Com Npv
MFL.TO	Minefinders Corp Com Npv
MFL.WT.TO	Minefinders Corp Ltd
MFT.M.TO	Manulife Finl Cap Tr Ser A
MG.TO	Magna International Inc
MGA.TO	Mega Uranium Ltd Com Npv
MGA.WT.TO	Mega Uranium Ltd
MGA.WT.A.TO	Mega Uranium Ltd
MGA.WT.B.TO	Mega Uranium B Wt J
MGN.TO	Magnotta Winery Com Npv
MGO.TO	Migao Corp
MGT.TO	Mines Mgt Inc Com Usd0.01
MGT.WT.U.TO	Mines Management Inc
MGX.TO	Mgm Energy Corp
MHR.TO	Mcgraw-Hill Ryerson Ltd
MHY.UN.TO	Marret High Yield Strat Fd
MIC.TO	Genworth Mi Cda Inc
MID.UN.TO	Mint Income Fund Trust Units
MID.WT.TO	Mint Income Fund
MIG.UN.TO	Marret Inv Grade Bond Fd
MIM.A.TO	Mi Developments Class'A'Sub-Vtg
MKP.TO	Mcan Mortgage Corp
MKX.TO	Mks Inc Com Npv
MKZ.UN.TO	Mackenzie Master Units Npv
ML.TO	Mercator Minerals Com Npv
ML.WT.TO	Mercator Minerals C/Wts 16/02/1
ML.WT.A.TO	Mercator Minerals Ltd
MLG.TO	Mines Dynacor Inc
MLL.TO	Medusa Mining Ltd [The Co.]
MLP.TO	Front Street Income Fd
MLP.WT.TO	Front Street Income Fd Wt
MLX.TO	Marsulex Inc Com Npv
MM.TO	Mood Media Corporation
MM.DB.U.TO	Mood Media US Deb J
MMM.TO	Minco Gold Corp Com Npv
MMN.UN.TO	Multi-Manager Ltd Partnership I
MMP.UN.TO	Precious Minerals And Mining Tr
MMW.TO	Magma Metals Limited Npv
MMZ.TO	Metalline Mining Company
MN.TO	March Networks Cor Com Npv
MNB.TO	Mirabela Nickel Npv
MND.TO	Mandalay Res Corp
MND.WT.TO	Mandalay Resources Corp Wts
MNF.TO	Macquarie Nexgen G Funds Class
MNR.TO	Mediterranean Res Ltd
MOL.TO	Moly Mines Limited Npv
MOZ.TO	Marathon Gold Corp
MPC.TO	Madison Pacific Pr Class'B'Vtg
MPC.C.TO	Madison Pacific Properties Inc.
MPM.TO	Markland Agf Preci Com Npv
MPT.TO	Macquarie Power And Infrastructur Corp
MPT.DB.A.TO	Macquarie Pwr 6.5 Db
MPV.TO	Mountain Prov Diam Com Npv
MRC.TO	Morguard Corporati Com Npv
MRD.TO	Melcor Development Com Npv
MRE.TO	Martinrea Intl Inc Com Npv
MRI.U.TO	Mercer Intl Inc Com Stk Usd1
MRL.TO	Medoro Res Ltd
MRN.TO	Marengo Mining Ltd [The Co.]
MRS.TO	Medoro Resources Ltd Com
MRS.WT.TO	Medoro Resources Lts Wts
MRT.DB.TO	Morgrd Real Est Inv Tr 6.50%
MRT.UN.TO	Morguard Real Esta Trust Unit
MRU.A.TO	Metro Inc Cl A Sv
MSD.TO	Mosaid Technologie Com Npv
MSI.TO	Mornell Shepell Inc
MSN.UN.TO	Morguard Sunstone Real Estate I
MSP.UN.TO	The Canadian Shield Fund
MSP.WT.TO	The Canadian Shiled Fund
MSV.TO	Minco Silver Corp Com Npv
MT.TO	Miranda Technologi Com Npv
MTA.TO	Matrix Asset Mgmt Inc
MTL.TO	Mullen Group Income Fd
MTM.TO	Mitec Telecom Inc Com Npv
MTY.TO	Mty Food Group Inc
MUH.A.TO	Mcm Split Share Co Class A Com
MUH.PR.A.TO	MCM Split Share Cp Pfd A
MUN.TO	Mundoro Mng Inc
MWC.TO	Medwell Cap Corp
MX.TO	Methanex Corp Com Npv
MXG.TO	Maxim Power Corp Com Npv
MXY.TO	Magma Energy Corp Com Npv
MYG.TO	Methylgene Inc Com Npv
NA.TO	Natl Bk Of Canada Com Npv
NA.PR.K.TO	National Bank Srs 15 Pfd
NA.PR.L.TO	National Bank Of Canada Pfd 16
NA.PR.M.TO	NATIONAL BANK OF CANADA
NA.PR.N.TO	NATIONAL BANK OF CANADA NON CUM
NA.PR.O.TO	NATIONAL BK OF CANADA N-CUM 5Y
NA.PR.P.TO	NAT'L BANK
NAE.TO	Nal Energy Corp
NAE.DB.TO	Nal Oil&Gas 6.75% Db
NAE.DB.A.TO	Nal Oil&Gas 6.25% Db
NAF.UN.TO	North Amer Finan Cap Sec Tr
NAL.TO	Newalta Income Fd
NAL.DB.TO	Newalta Income Fund
NAS.TO	Northstar Aerospac Com Npv
NAU.TO	Northland Resources Inc
NBD.TO	Norbord Inc Com Npv
NBD.WT.TO	Norbord Inc
NBF.TO	Nb Split Corp
NBF.PR.A.TO	NB SPLIT CORP
NCC.A.TO	Newfoundland Capital Corp Ltd C
NCU.TO	Nevada Copper Corp Com Npv
ND.TO	New Dawn Mining Corp[The Co]
NDM.TO	Northern Dynasty Minerals Ltd
NDN.TO	Nordion Inc
NDQ.TO	Novadaq Technologi Com Npv
NEM.TO	Neo Material Technologies Inc
NEW.A.TO	Newgrowth Corp Cl'A' Cap Shs Np
NEW.PR.C.TO	NEWGROWTH CORP
NEW.WT.TO	Newgrowth Corp Wt
NFC.TO	Northern Finl Corp Com Npv
NFI.UN.TO	New Flyer Industri Income Depos
NG.TO	Novagold Resources Com Npv
NGD.TO	New Gold Inc Com Npv
NGD.DB.TO	New Gold Inc 5% Syb Conv Deb
NGD.NT.TO	New Gold 10% Unsecured D Notes
NGD.WT.A.TO	New Gold Inc
NGD.WT.B.TO	New Gold Inc.
NGD.WT.C.TO	New Gold Inc.
NGL.TO	Angle Energy Inc He Co.]
NGL.DB.TO	Angle Energy Inc 5.75% Deb
NGQ.TO	Canadian Gold Hunter Corp
NGX.TO	Northgate Minerals Com Npv
NHC.TO	Northstar Healthcare Inc
NI.TO	Victory Nickel Inc Com Npv
NIC.TO	Pure Nickel Inc Com Npv
NIF.UN.TO	Noranda Income Fun Class'A'Prio
NII.TO	Norsat Intl Inc Com Npv
NIO.TO	Niocan Inc Com Npv
NKO.TO	Niko Resources Com Npv
NLN.TO	Neulion Inc
NMC.TO	Newmont Mng Cda Exchangable Shs
NNE.A.TO	Nemi Northern Energy & Mining I
NNN.TO	Nimin Energy Corp [The Co.]
NOA.TO	Nth Amer Energy Pa Com Npv
NOM.TO	Norsemont Mining I Com Npv
NOM.WT.TO	Norsemont Mining Inc
NPC.TO	Allon Therapeutics Com Npv
NPF.DB.TO	Newport Prtn Incm Fd 7.5% Deb
NPF.DB.A.TO	Newport Partners Income Fund
NPF.UN.TO	Newport Partners I Sbi Npv
NPI.TO	Northland Power Inc
NPI.DB.TO	Northland Pwr Income Fd 6.50% C
NPI.DB.A.TO	Northland Pwr6.25 Db
NPI.PR.A.TO	NORTHLAND PWR INC
NPR.UN.TO	Northern Ppty Real Trust Units
NRG.TO	Alter Nrg Corp
NRI.TO	Nuvo Research Inc
NSI.PR.D.TO	Nova Scotia Power Inc Pfd D
NSU.TO	Nevsun Resources Com Npv
NTA.TO	Noventa Limited Ord
NTI.TO	Northcore Technologies Inc
NUS.TO	Nautilus Minerals Com Npv
NVA.TO	Nuvista Energy Com Npv
NWF.TO	North West Company Inc
NWH.UN.TO	Northwest Healthcare Pptys Reit
NWI.TO	Nuinsco Res Ltd Com Npv
NXY.TO	Nexen Inc Com Npv
NXY.PR.U.TO	Nexen Inc 735% Note US$
OBF.UN.TO	Oleary Brlc Plus Inc And Growth
OBF.WT.TO	Oleary Brlc Plus Inc And Growth
OBP.TO	Ondine Biopharma Com Npv
OCB.UN.TO	Oleary Adv Tact Glob Corp Bnd F
OCB.WT.TO	Oleary Adv Tact Glob Corp Bnd W
OCF.TO	Oilsands Canada Co Com Npv
OCH.UN.TO	O Leary Cdn Income Opportuni
OCS.UN.TO	Ocp Credit Strgy Fd
OCX.TO	Onex Corporation Sv
OCY.UN.TO	O'Leary Canadian Inc Opp Fund
OCZ.UN.TO	O Leary Canadian Equity Income
OEX.TO	Orleans Energy Ltd He Co]
OGC.TO	Oceana Gold Com Npv
OGD.TO	Orbit Garant Drilling Inc
OGE.UN.TO	O'Leary Glbl Equ Inc Fd
OGF.UN.TO	Brompton Equal Wt Units
OGF.WT.TO	BROMPTON OIL & GA    S INCOME FU
OHA.UN.TO	O Leary Hard Asset Income Fund
OIP.TO	Orion Oil & Gas Corp [The Co]
OLE.TO	Oromin Explorations Ltd
OMG.TO	Opmedic Group Inc Com Npv
ONC.TO	Oncolytics Biotech Com Npv
ONE.TO	01 Communique Lab Com Npv
ONR.TO	Open Range Energy Com Npv
OPC.TO	Opti Canada Inc Com Npv
OPM.TO	Opta Minerals Inc Com Npv
ORA.TO	Aura Minerals
ORE.TO	Orezone Gold Corporation
ORL.TO	Orocobre Limited
ORV.TO	Orvana Minerals Com Npv
OSF.UN.TO	Oil Sands Sector Funds
OSI.TO	Osi Geospatial Inc Com Npv
OSK.TO	Osisko Mining Corp
OSL.UN.TO	Ocp Senior Credit Fund
OSU.TO	Orsu Metals Corp
OTC.TO	Open Text Co Com Npv
OTT.UN.TO	Otelco Inc Inc Dep Sec[1 Cl'A'&
OYM.TO	Olympus Pacific Minerals Inc
P.TO	Primero Mining Corp
P.WT.TO	Primero Mining Corp Wts
PAA.TO	Pan Amer Silver Com Npv
PAP.A.TO	Paulin H & Co Ltd Cl A
PBG.TO	Petrobank Energy & Com Npv
PBH.TO	Premium Brands Income Fund
PBH.DB.TO	Premium Brands Hldgs Corp 7.0%
PBH.DB.A.TO	Premium Brand 5.75Db
PBL.TO	Pollard Banknote Limited
PBN.TO	Petrobakken Energy Ltd.
PBU.UN.TO	Precious Metals Bullion Trust
PBY.UN.TO	Canso Credit Income Fund Units
PCC.TO	Plutonic Power Cor Com Npv
PCD.UN.TO	Pathfinder Conv Debenture Fd
PCE.TO	Pace Oil & Gas Ltd
PCN.TO	Pacrim Intl Cap Com Npv
PCU.UN.TO	Premier Canadian Income Fund
PD.TO	Precision Drilling Corporation
PDL.TO	Nth Amer Palladium Com Npv
PDL.WT.B.TO	N.A. Palladium B Wt
PDN.TO	Paladin Res [Au] Npv
PDP.TO	Petrolifera Petrol Com Npv
PDP.WT.TO	Petrolifera Pete Ltd
PDV.TO	Prime Dividend Cor Com Class A
PDV.PR.A.TO	Prime Dividend Corp Preferred A
PEQ.TO	Diversified Privat Com Npv Clas
PES.TO	Peak Energy Services Ltd
PEY.TO	Peyto Exploration & Development Corp
PFB.TO	Pfb Corp Com Npv
PFN.TO	Pac Nth West Cap C Com Npv
PFR.UN.TO	Advantaged Pref Share Trust
PG.TO	Premier Gold Mines Com Npv
PGD.TO	Peregrine Diamonds Com Npv
PGF.TO	Pengrowth Energy Corp
PGM.TO	Peregrine Metals Ltd
PGM.WT.TO	Peregrine Metals Ltd Wts
PHD.TO	Phonetime Inc
PHS.U.TO	Sprott Physical Silver Trust
PHX.TO	Phx Energy Services Corp
PHY.U.TO	Sprott Physical Gold Tr Units
PIC.A.TO	Premium Income Cor Class'A' Com
PIC.PR.A.TO	Premium Inc Cp Pfd A
PIH.TO	Pacific Insight El Com Npv
PIX.TO	Peer 1 Network Ent Inc
PJC.A.TO	Jean Coutu Group Class'A'Sub Vt
PKI.TO	Parkland Fuel Corp
PKI.DB.TO	Parkland Inc Fd 6.5% Srs 1 Con
PKI.DB.A.TO	Parkland Fuel 5.75Db
PKL.TO	Pc Gold Inc
PLB.TO	Paladin Labs Inc Com Npv
PLI.TO	Prometic Life Sciences Inc
PLK.TO	Palko Environmental Ltd.
PLS.TO	Polaris Minerals C Com Npv
PME.TO	Sentry Select Prim Com Npv Clas
PMG.TO	Petrominerales Ltd
PMT.TO	Perpetual Energy Inc
PMT.DB.C.TO	Paramount Energy Trust
PMT.DB.D.TO	Paramount 7.25% Deb
PMT.DB.E.TO	Paramount 7% Deb
PMU.TO	Pacific Rim Mining Com Npv
PMZ.DB.TO	Primaris Retail Tr Deb
PMZ.DB.A.TO	Primaris Retail Real Estate Inve
PMZ.DB.B.TO	Primaris Reit 6.3%Db
PMZ.UN.TO	Primaris Retail Re Trust Units
PNG.TO	Pacific Northn Gas Com Npv
PNG.PR.A.TO	Pacific Northern Gas 675% Pfd
PNP.TO	Pinetree Capital L Com Npv
PNP.WT.TO	Pinetree Capital L C/Wts 16/04/
PNP.WT.A.TO	Pinetree Capital Ltd
PNP.WT.B.TO	Pinetree Capital Ltd
POL.TO	Polo Resources Ord J
POM.TO	Polymet Mining Cp Com Npv
POT.TO	Potash Corp Sask Com Npv
POU.TO	Paramount Resource Com Npv Cls'
POW.TO	Power Corp Cda
POW.PR.A.TO	Power Cp Of Canada 56% Pfd A
POW.PR.B.TO	Power Cp Of Canada 535% Pfd B
POW.PR.C.TO	Power Cp Of Canada 58% Pfd C
POW.PR.D.TO	Power Corporation of Canada
POW.PR.F.TO	Power Cp Of Canada 1St Pfd F
PPF.UN.TO	Propel Multi Strategy Fd
PPF.WT.TO	Propel Multi Strategy Fund
PPL.TO	Pembina Pipeline Corp
PPL.DB.C.TO	Pembina Pipe 5.75 Db
PPN.TO	Platmin Limited Com Npv
PRE.TO	Pacific Rubiales Energy Corp
PRE.DB.TO	Pacific Rubiales Energy Corp
PRI.TO	Primary Energy Recycling Corp C
PRP.TO	Prosep Inc Com Npv
PRQ.TO	Progress Energy Resources Corp
PRQ.DB.A.TO	Progress Engy 6.25Db
PRQ.DB.B.TO	Progress Engy 5.25Db
PRT.UN.TO	Prt Forest Regener Unit Trust
PRU.TO	Perseus Mining Ltd [The Co]
PRW.UN.TO	Petrowest Energy S Sbi Trust Un
PRX.TO	Protox Therapeutics Inc
PSD.TO	Pulse Data Inc Class A Com Npv
PSF.UN.TO	Pref Share Investment Trust
PSI.TO	Pason System Incor Com Npv
PSR.TO	Polar Star Mining Corp Com
PSV.TO	Pure Energy Servic Com Npv
PSX.TO	Prospex Resources Com Npv
PTI.TO	Patheon Inc Com Npv Vtg Restric
PTM.TO	Platinum Grp Metal Com Npv
PTO.TO	Pareto Corporation Com Npv
PTQ.TO	Petaquilla Mineral Com Npv
PTS.TO	Points Internation Com Npv
PTZ.TO	Pethealth Inc
PVE.TO	Provident Energy Ltd
PVE.DB.C.TO	Provident Db 08/2012
PVE.DB.D.TO	Provident 6.5% Deb D
PVE.DB.E.TO	Provident 5.75% Db E
PVG.TO	Pretium Resources Inc
PWC.TO	Pacific & Western Cr Edit Cor
PWC.NT.C.TO	Pacifc & Wstrn Notes
PWC.PR.A.TO	Pacific & Western 70% Pfd
PWC.PR.B.TO	PACIFIC & WESTERN     CREDIT COR
PWE.TO	Powertech Uranium Corp
PWF.TO	Power Finl Corp Com Npv
PWF.PR.A.TO	Power Financial Cp Pfd A
PWF.PR.E.TO	Power Financial Cp Pfd D
PWF.PR.F.TO	Power Financial Cp 525% Pfd E
PWF.PR.G.TO	Power Financial Cp 590% Pfd F
PWF.PR.H.TO	Power Financial Cp 575% Pfd H
PWF.PR.I.TO	Power Financial Cp 6% Pfd I
PWF.PR.K.TO	Power Financial Corporation
PWF.PR.L.TO	POWER FINANCIAL CORP
PWF.PR.M.TO	POWER FINANCIAL CORP
PWF.PR.O.TO	POWER FINANCIAL CORP [THE CO.]
PWF.PR.P.TO	Power Financial Corporation
PWT.TO	Penn West Petroleum Ltd
PWT.DB.E.TO	Penn West Energy Trust
PWT.DB.F.TO	Penn West Energy Trust
PXX.TO	Pearl Exploration & Prod Ltd
PZA.UN.TO	Pizza Pizza Royalt Trust Units
PZG.TO	Paramount Gold And Com Stk Usd0
QBR.A.TO	Quebecor Inc 'A'Mul-Vtg Npv
QBR.B.TO	Quebecor Inc Class'B'Sub Vtg Np
QEC.TO	Questerre Energy Com Npv
QLT.TO	Qlt Inc Com Npv
QMI.TO	Queenston Mng Inc Com Npv
QSR.DB.TO	Priszm Incm 6.5% Deb
QSR.UN.TO	Priszm Income Fund Trust Units
QUX.TO	Quadra Fnx Mining
QUX.WT.TO	Quadra Fnx Mining Ltd. Wts
R.TO	Romarco Minerals Inc.
RAV.UN.TO	Ravensource Fund Trust Units
RBA.TO	Ritchie Bros Auctioneers
RBM.TO	Response Biomedical Corp
RBN.UN.TO	Blue Ribbon Income Fd
RBS.TO	R Split III Corp Class 'A' Capi
RBS.PR.A.TO	R SPLIT III CORP
RC.TO	Rdm Corporation Com Npv
RCB.TO	Red Crescent Resources Limited
RCH.TO	Richelieu Hardware Com Npv
RCI.A.TO	Rogers Communications Inc. Cl A
RCI.B.TO	Rogers Communications Inc. Cl B
RCL.TO	Ridley Inc
RCM.TO	Ruggedcom Inc. Com Npv
RDI.TO	Rockwell Diamonds Inc.[The Co]
RDL.TO	Redline Comm Group Inc
RE.TO	Rock Energy Inc Com Npv
REF.UN.TO	Cdn Real Est Inv T Trust Units
REI.PR.A.TO	RioCan REIT Ser A Pr
REI.UN.TO	Riocan Real Estate Trust Units
RET.TO	Reitmans[Canada] Com Npv
RET.A.TO	Reitmans[Canada] Class'A'Non Vt
REZ.TO	Redzone Resources Ltd
RF.A.TO	C.A. Bancorp Canada Fin Corp
RF.PR.A.TO	C.A.BANCORP CANADA REALTY
RF.WT.TO	Ca Bancorp Canadian Realty Fina
RGL.TO	Royal Gold Inc Com Usd0.01
RGT.TO	Rockgate Capital Corp
RIB.UN.TO	Ridgewood Canadian Investment
RIC.TO	Richmont Mines Inc Com Npv
RIM.TO	Research In Motion Com Npv
RIN.TO	Longview Capital Partners Inc
RIT.UN.TO	First Asset Reit Unit
RKN.TO	Redknee Solutions Inc
RME.TO	Rocky Mountain Dearlership Inc
RME.DB.TO	Rocky Mountain Dealership Inc
RMM.DB.TO	Retrocom Midmarket Real Estate
RMM.DB.A.TO	Retrocom 6.75% Deb
RMM.UN.TO	Retrocom Mid Mkt R Units Npv
RMX.TO	Rubicon Minl Corp Com Npv
RN.TO	Rio Novo Gold Inc Ord
RN.WT.TO	Rionovo Gold Inc Wts
RNK.TO	Rainmaker Enternainment Inc
RNO.TO	Vector Aerospace C Com Npv
RNX.TO	Royal Nickel Corp
RNX.WT.TO	Royal Nickel Corp
RON.TO	Rona Inc Com Npv
RPG.TO	Polaris Geothermal Inc
RPI.UN.TO	Richards Packaging Trust Units
RRB.UN.TO	Connor Clark & L Trust Units
RS.TO	Resin Systems Inc Com Npv
RSC.TO	Strateco Res Inc Com Npv
RSI.TO	Rogers Sugar Inc
RSI.DB.B.TO	Rogers Sugar 5.9% Db
RSI.DB.C.TO	Rogers Sugar 5.7% Db
RTCM.TO	Tsx Income Trust Index
RTEN.TO	Tsx Energy Trust Index
RTG.TO	Ratel Group Limited Com
RTK.TO	Artek Exploration Ltd
RTRE.TO	Tsx Reit Index
RTU.UN.TO	Canadian Res Inc T Trust Units
RTU.WT.TO	Canadian Resources Income Trust
RUS.TO	Russel Metals Inc Com Npv
RUS.DB.TO	Russel Metals Inc 7.75% Conv
RUT.TO	Rutter Inc Com Npv
RV.TO	Revolution Resources Corp
RVM.TO	Revett Minerals In Com Npv
RVX.TO	Resverlogix Corp Com Npv
RY.TO	Royal Bk Of Canada Com Npv
RY.NO.A.TO	Royal Nik225Leos Nt2
RY.NO.C.TO	Royal Ind-Asianleont
RY.NO.G.TO	Royal Sp/Tsx60Leo N1
RY.NO.Q.TO	Royal Bk Msci Eafe 3
RY.NO.S.TO	Royal Bank Of Canada
RY.NO.T.TO	Royal Sp/Tsx60Leos 2
RY.NO.Z.TO	Royal Bank Of Canada
RY.NT.A.TO	Royal Bk Nik225 Nt 3
RY.NT.C.TO	Royal Globeleos Nt23
RY.NT.PR..TO	ROYAL BK PHARMA NT 1
RY.NT.Q.TO	Ry Bk S&P500 Idxnt 5
RY.NT.R.TO	Royal Bk S&P60 Nt 2
RY.NT.U.TO	Royal Glbeleos N18Us
RY.NT.W.TO	Royal Globeleos Nt17
RY.PR.A.TO	Royal Bank of Canada Pfd Series AA
RY.PR.B.TO	RBC NON-CUM FIRST PREFERRED SE
RY.PR.C.TO	ROYAL BANK OF CDN PREF
RY.PR.D.TO	ROYAL BK OF CANADA PFD SER AD
RY.PR.E.TO	ROYAL BANK OF CANADA
RY.PR.F.TO	ROYAL BANK PR SER AF
RY.PR.G.TO	ROYAL BANK OF CANADA PFD G
RY.PR.H.TO	ROYAL BANK OF CANADA
RY.PR.I.TO	ROYAL BK OF CAN NON-CUM 5YR AJ
RY.PR.L.TO	ROYAL BANK OF CANADA NON-CUM 5
RY.PR.N.TO	ROYAL BANK OF CANADA
RY.PR.P.TO	ROYAL BK OF CANADA N-CUM 5YR
RY.PR.R.TO	ROYAL BANK OF
RY.PR.T.TO	ROYAL BANK OF CANADA NON-CUM
RY.PR.W.TO	Royal Bank Pfd W
RY.PR.X.TO	Royal Bank Pfd P
RY.PR.Y.TO	ROYAL BANK OF CANADA
RYL.TO	Royal Host Inc
RYL.DB.B.TO	Royal Host 6.00% Deb
RYL.DB.C.TO	Royal Host 6.25% Deb
RYL.DB.D.TO	Royal Host Real Estate Investmen
RYT.NT.PR..TO	RBC CAP TRUCS 2011
S.TO	Sherritt Intl Corp Com Npv
SAC.TO	South American Sil Com Npv
SAG.TO	Sth Amer Gold&Copp Com Npv
SAM.TO	Starcore Intl Mines Ltd
SAP.TO	Saputo Inc
SAS.TO	St Andrew Goldflds Com Npv
SAU.TO	St. Augustine Gld J
SBB.TO	Sabina Gold & Silver Corp
SBC.TO	Brompton Split Ban Com Cad15 Cl
SBC.PR.A.TO	Brompton Split Banc Corp Preferred A
SBN.TO	S Split Corporatio Com Npv Clas
SBN.PR.A.TO	S SPLIT CORP PFD A
SBR.TO	Silber Bear Resources Inc
SBS.TO	Sembiosys Genetics Com Npv
SBT.U.TO	Silver Bullion Trust
SBT.UN.TO	Silver Bullion Trust
SC.TO	Shoppers Drug Mart Com Npv
SCC.TO	Sears Canada Inc Com Npv
SCI.UN.TO	Sciti Rocs Trust Units
SCI.WT.TO	Sciti Rocs Trust Wts
SCL.A.TO	Shawcor Ltd
SCP.TO	Sprott Resources Corporation Co
SCR.TO	Score Media Inc
SCS.TO	Second Wave Petroleum Inc
SCU.TO	Second Cup Ltd. The
SDF.UN.TO	Signature Diversified Value Tru
SDG.UN.TO	Stoneham Drilling Trust Units C
SDI.TO	Spectral Diagnost Com Npv
SDY.TO	Strad Energy Services Ltd  Com
SEA.TO	Seabridge Gold Inc He Co]
SEC.TO	Senvest Capital Inc
SES.TO	Saxon Energy Serv Inc.
SGF.TO	Shore Gold Inc Com Npv
SGQ.TO	Southgobi Energy Resources Ltd
SGR.TO	San Gold Corporation
SGT.UN.TO	Sentry Select Global Index Inco
SHR.TO	Sure Energy Inc Com Npv
SIA.UN.TO	Skylon Intl Advant Trust Units
SII.TO	Sprott Inc
SIL.TO	Sprott Res Lending Corp
SIN.UN.TO	Sciti Trust Trust Units
SIS.TO	Savaria Corp Com Npv
SIT.UN.TO	Sentry Select Blue Sbi Trust Un
SJ.TO	Stella Jones Inc Com Npv
SJR.B.TO	Shaw Communication 'B'Cnv Npv
SKA.UN.TO	Skylon All Asset Trust Units
SKG.UN.TO	Skylon Growth & In Non Red Unit
SKL.TO	Skope Energy Inc Com
SLE.M.TO	Sun Life Capital Trust
SLF.TO	Sun Life Finl Inc Com Npv
SLF.PR.A.TO	Sun Life Financial Inc Pfd A
SLF.PR.B.TO	Sun Life Financial Pfd 2
SLF.PR.C.TO	Sun Life Financial Preferred Class A Non-Cumlulative
SLF.PR.D.TO	SUN LIFE FINANCIAL INC PRF SHR
SLF.PR.E.TO	SUN LIFE FINANCIALS INC
SLF.PR.F.TO	SUN LIFE FINANCIAL INC
SLF.PR.G.TO	SUN LIFE FINANCIAL INC
SLP.UN.TO	Skylon Gbl Cap Tst Units Npv
SLR.TO	Solitaro Exploration & Royalty
SLS.TO	Sl Split Corp
SLS.PR.A.TO	SL SPLIT CORP
SLW.TO	Silver Wheaton Cor Com Npv
SLW.WT.U.TO	Silver Wheaton Corp
